departamento,anio,mes,cantidadunidades,valormilespesos,toneladas
Antioquia,2006,Abril,21864.00,234767.93,21.86
Antioquia,2006,Abril,11880.00,51371.67,11.88
Antioquia,2006,Abril,2419.20,25029.55,2.42
Antioquia,2006,Abril,1707.67,11964.30,1.71
Antioquia,2006,Abril,4685.04,80079.09,4.69
Antioquia,2006,Abril,38245.95,206915.96,38.25
Antioquia,2006,Abril,200100.00,702038.15,200.10
Antioquia,2007,Abril,5000.00,15418.50,5.00
Antioquia,2007,Abril,3395.90,118552.12,3.40
Antioquia,2007,Abril,175.00,2685.49,0.18
Antioquia,2007,Abril,230.40,1198.57,0.23
Antioquia,2007,Abril,1728.00,11092.74,1.73
Antioquia,2007,Abril,432.50,3094.13,0.43
Antioquia,2007,Abril,5398.65,76732.18,5.40
Antioquia,2008,Abril,1027.20,11435.26,1.03
Antioquia,2008,Abril,12124.80,111245.17,12.12
Antioquia,2008,Abril,5368.60,153093.38,5.37
Antioquia,2008,Abril,50.00,658.33,0.05
Antioquia,2008,Abril,576.00,2610.13,0.58
Antioquia,2008,Abril,4620.96,49770.28,4.62
Antioquia,2008,Abril,10240.00,35689.92,10.24
Antioquia,2008,Abril,536.68,1390.53,0.54
Antioquia,2008,Abril,11500.00,52045.21,11.50
Antioquia,2008,Abril,3267.00,19945.79,3.27
Antioquia,2008,Abril,2057.76,20480.81,2.06
Antioquia,2008,Abril,900.00,10413.22,0.90
Antioquia,2008,Abril,2040.00,34838.86,2.04
Antioquia,2008,Abril,19000.00,29513.52,19.00
Antioquia,2008,Abril,450294.00,1669374.88,450.29
Antioquia,2008,Abril,28758.43,172858.47,28.76
Antioquia,2008,Abril,74776.80,414502.94,74.78
Antioquia,2008,Abril,420000.00,525009.51,420.00
Antioquia,2009,Abril,24603.68,320567.75,24.60
Antioquia,2009,Abril,1000.00,15125.85,1.00
Antioquia,2009,Abril,3123.36,53708.01,3.12
Antioquia,2009,Abril,1316.40,50549.22,1.32
Antioquia,2009,Abril,8318.68,200262.21,8.32
Antioquia,2009,Abril,75.00,2057.53,0.08
Antioquia,2009,Abril,1.00,30.20,0.00
Antioquia,2009,Abril,17830.20,130908.91,17.83
Antioquia,2009,Abril,100000.00,503205.72,100.00
Antioquia,2009,Abril,11500.00,76507.64,11.50
Antioquia,2009,Abril,32.00,446.21,0.03
Antioquia,2009,Abril,1200.00,6733.85,1.20
Antioquia,2009,Abril,12674.40,138972.77,12.67
Antioquia,2009,Abril,240.00,7972.60,0.24
Antioquia,2009,Abril,125097.00,676062.28,125.10
Antioquia,2009,Abril,17707.97,151170.82,17.71
Antioquia,2009,Abril,12488.64,98725.31,12.49
Antioquia,2009,Abril,46116.64,469238.18,46.12
Antioquia,2010,Abril,9946.48,110973.49,9.95
Antioquia,2010,Abril,5004.57,83238.79,5.00
Antioquia,2010,Abril,150075.00,954467.27,150.07
Antioquia,2010,Abril,8819.38,74462.34,8.82
Antioquia,2010,Abril,5688.00,42683.04,5.69
Antioquia,2010,Abril,240000.00,1937316.96,240.00
Antioquia,2010,Abril,20584.80,82918.83,20.58
Antioquia,2010,Abril,8640.00,56694.23,8.64
Antioquia,2010,Abril,2436.62,76003.48,2.44
Antioquia,2010,Abril,3369.19,100856.90,3.37
Antioquia,2010,Abril,8022.00,101778.25,8.02
Antioquia,2010,Abril,30810.00,258454.65,30.81
Antioquia,2010,Abril,13920.00,45904.55,13.92
Antioquia,2010,Abril,15405.00,129752.07,15.40
Antioquia,2010,Abril,23574.00,264525.38,23.57
Antioquia,2010,Abril,3109.84,13835.32,3.11
Antioquia,2010,Abril,6331.00,28480.91,6.33
Antioquia,2010,Abril,7489.00,32065.56,7.49
Antioquia,2010,Abril,6795.00,34047.73,6.80
Antioquia,2010,Abril,75.00,2393.31,0.08
Antioquia,2010,Abril,18790.00,3758.01,18.79
Antioquia,2011,Abril,360.00,10100.40,0.36
Antioquia,2011,Abril,60000.00,162227.79,60.00
Antioquia,2011,Abril,16554.76,260152.88,16.55
Antioquia,2011,Abril,35486.22,272363.78,35.49
Antioquia,2011,Abril,18516.80,147246.49,18.52
Antioquia,2011,Abril,680000.00,5277382.22,680.00
Antioquia,2011,Abril,32000.00,308369.07,32.00
Antioquia,2011,Abril,256.00,2636.96,0.26
Antioquia,2011,Abril,80000.00,620868.50,80.00
Antioquia,2011,Abril,1260.00,9389.27,1.26
Antioquia,2011,Abril,1968.33,22982.71,1.97
Antioquia,2011,Abril,21277.67,246356.71,21.28
Antioquia,2011,Abril,720.00,17522.80,0.72
Antioquia,2011,Abril,2657.40,35402.19,2.66
Antioquia,2011,Abril,1216.50,18051.98,1.22
Antioquia,2011,Abril,12636.00,9035.12,12.64
Antioquia,2011,Abril,2152.69,29632.65,2.15
Antioquia,2011,Abril,5064.71,31057.33,5.06
Antioquia,2011,Abril,4684.00,19870.76,4.68
Antioquia,2011,Abril,18624.00,80118.90,18.62
Antioquia,2012,Abril,5.00,105.52,0.01
Antioquia,2012,Abril,1410.72,15416.20,1.41
Antioquia,2012,Abril,8900.88,97267.70,8.90
Antioquia,2012,Abril,9123.84,84661.88,9.12
Antioquia,2012,Abril,32829.98,291425.39,32.83
Antioquia,2012,Abril,275517.00,1238625.94,275.52
Antioquia,2012,Abril,80000.00,630388.11,80.00
Antioquia,2012,Abril,22996.80,146286.86,23.00
Antioquia,2012,Abril,124.80,2832.24,0.12
Antioquia,2012,Abril,16500.00,157197.28,16.50
Antioquia,2012,Abril,2808.00,44655.60,2.81
Antioquia,2012,Abril,1694.40,22319.59,1.69
Antioquia,2012,Abril,1763.00,13029.45,1.76
Antioquia,2012,Abril,18580.00,79855.54,18.58
Antioquia,2012,Abril,15000.00,178457.58,15.00
Antioquia,2012,Abril,273.84,6749.12,0.27
Antioquia,2012,Abril,36.40,1194.81,0.04
Antioquia,2012,Abril,2041.00,23961.23,2.04
Antioquia,2012,Abril,979.78,6379.77,0.98
Antioquia,2012,Abril,633.60,9716.58,0.63
Antioquia,2012,Abril,184.32,7957.56,0.18
Antioquia,2013,Abril,10.00,412.90,0.01
Antioquia,2013,Abril,28126.64,507218.89,28.13
Antioquia,2013,Abril,100000.00,489844.85,100.00
Antioquia,2013,Abril,11232.00,86006.39,11.23
Antioquia,2013,Abril,7200.00,50663.41,7.20
Antioquia,2013,Abril,425.20,3365.51,0.43
Antioquia,2013,Abril,7999.20,77015.29,8.00
Antioquia,2013,Abril,27998.87,253900.62,28.00
Antioquia,2013,Abril,208.80,8810.99,0.21
Antioquia,2013,Abril,978.20,33190.99,0.98
Antioquia,2013,Abril,838.20,32199.21,0.84
Antioquia,2013,Abril,17000.00,121710.18,17.00
Antioquia,2013,Abril,49671.98,378888.21,49.67
Antioquia,2013,Abril,653.19,4697.19,0.65
Antioquia,2013,Abril,68.00,1400.13,0.07
Antioquia,2013,Abril,21955.00,104732.18,21.95
Antioquia,2013,Abril,13134.60,83130.21,13.13
Antioquia,2013,Abril,12723.00,50212.56,12.72
Antioquia,2013,Abril,25200.00,124064.25,25.20
Antioquia,2013,Abril,25.00,723.25,0.03
Antioquia,2014,Abril,10.00,1548.72,0.01
Antioquia,2014,Abril,15600.00,38605.90,15.60
Antioquia,2014,Abril,19979.56,406180.59,19.98
Antioquia,2014,Abril,2424.00,21166.23,2.42
Antioquia,2014,Abril,20000.00,113730.01,20.00
Antioquia,2014,Abril,49742.79,461878.68,49.74
Antioquia,2014,Abril,450100.00,2530052.94,450.10
Antioquia,2014,Abril,12247.20,97144.63,12.25
Antioquia,2014,Abril,25000.00,222677.85,25.00
Antioquia,2014,Abril,50120.60,400220.53,50.12
Antioquia,2014,Abril,169.50,4036.43,0.17
Antioquia,2014,Abril,568.50,5460.53,0.57
Antioquia,2014,Abril,1226.70,23300.34,1.23
Antioquia,2014,Abril,756.60,21719.91,0.76
Antioquia,2014,Abril,763.00,18385.85,0.76
Antioquia,2014,Abril,523.60,27683.55,0.52
Antioquia,2014,Abril,727.24,34925.37,0.73
Antioquia,2014,Abril,5103.00,44576.53,5.10
Antioquia,2014,Abril,1638.00,27919.26,1.64
Antioquia,2014,Abril,1876.80,26328.56,1.88
Antioquia,2014,Abril,200.40,4257.90,0.20
Antioquia,2014,Abril,15576.00,194593.92,15.58
Antioquia,2014,Abril,25.00,700.44,0.03
Antioquia,2014,Abril,8064.00,42804.68,8.06
Antioquia,2014,Abril,1080.00,5460.67,1.08
Antioquia,2014,Abril,13100.00,47123.63,13.10
Antioquia,2014,Abril,50400.00,294733.43,50.40
Antioquia,2014,Abril,12.95,362.15,0.01
Antioquia,2014,Abril,21.60,889.94,0.02
Antioquia,2014,Abril,1593.00,14277.34,1.59
Antioquia,2014,Abril,50.00,1080.87,0.05
Antioquia,2014,Abril,50400.00,302134.17,50.40
Antioquia,2015,Abril,9656.78,231954.55,9.66
Antioquia,2015,Abril,16121.13,196121.96,16.12
Antioquia,2015,Abril,100050.00,733569.06,100.05
Antioquia,2015,Abril,16979.80,119996.32,16.98
Antioquia,2015,Abril,32000.00,235710.70,32.00
Antioquia,2015,Abril,48.00,329.30,0.05
Antioquia,2015,Abril,1155.00,6459.60,1.16
Antioquia,2015,Abril,7875.00,34509.75,7.88
Antioquia,2015,Abril,242.10,6170.43,0.24
Antioquia,2015,Abril,786.00,8165.87,0.79
Antioquia,2015,Abril,8798.20,184180.48,8.80
Antioquia,2015,Abril,1542.00,46247.30,1.54
Antioquia,2015,Abril,1309.60,35580.43,1.31
Antioquia,2015,Abril,1159.76,64961.73,1.16
Antioquia,2015,Abril,3338.97,115587.34,3.34
Antioquia,2015,Abril,132.65,2990.07,0.13
Antioquia,2015,Abril,8434.90,166841.06,8.43
Antioquia,2015,Abril,486.00,9647.32,0.49
Antioquia,2015,Abril,25.00,779.77,0.03
Antioquia,2015,Abril,27706.94,152549.29,27.71
Antioquia,2015,Abril,960.00,7196.68,0.96
Antioquia,2015,Abril,17664.00,132752.27,17.66
Antioquia,2015,Abril,622.08,36990.25,0.62
Antioquia,2015,Abril,25.00,1002.36,0.03
Antioquia,2015,Abril,29.70,3145.09,0.03
Antioquia,2016,Abril,99.60,11259.23,0.10
Antioquia,2016,Abril,120.00,1353.76,0.12
Antioquia,2016,Abril,40000.00,279558.32,40.00
Antioquia,2016,Abril,600200.00,5042334.00,600.20
Antioquia,2016,Abril,32000.00,317648.76,32.00
Antioquia,2016,Abril,10119.30,227716.65,10.12
Antioquia,2016,Abril,1197.50,14055.53,1.20
Antioquia,2016,Abril,721.95,18745.75,0.72
Antioquia,2016,Abril,2875.10,69393.83,2.88
Antioquia,2016,Abril,801.60,20962.57,0.80
Antioquia,2016,Abril,6792.20,85986.90,6.79
Antioquia,2016,Abril,25.00,1187.34,0.03
Antioquia,2017,Abril,30583.60,230017.68,30.58
Antioquia,2017,Abril,3124.00,93350.35,3.12
Antioquia,2017,Abril,2177.28,137300.21,2.18
Antioquia,2017,Abril,1979.40,66492.13,1.98
Antioquia,2017,Abril,655.20,25189.57,0.66
Antioquia,2017,Abril,60.00,1361.84,0.06
Antioquia,2017,Abril,21910.80,158252.78,21.91
Antioquia,2017,Abril,25.00,1095.53,0.03
Antioquia,2017,Abril,10926.62,112464.01,10.93
Antioquia,2017,Abril,19370.06,88238.34,19.37
Antioquia,2017,Abril,9419.50,174384.24,9.42
Antioquia,2017,Abril,498.75,5987.49,0.50
Antioquia,2017,Abril,18072.86,298052.91,18.07
Antioquia,2017,Abril,18.00,1003.07,0.02
Antioquia,2017,Abril,2389.53,88015.71,2.39
Antioquia,2017,Abril,5224.26,211092.52,5.22
Antioquia,2017,Abril,127.20,13789.52,0.13
Antioquia,2017,Abril,31000.00,302421.29,31.00
Antioquia,2017,Abril,653.18,7221.40,0.65
Antioquia,2017,Abril,1500.00,19656.86,1.50
Antioquia,2017,Abril,480.00,3393.12,0.48
Antioquia,2017,Abril,931.44,28418.55,0.93
Antioquia,2017,Abril,13114.80,133916.19,13.11
Antioquia,2017,Abril,25.00,1217.36,0.03
Atlántico,2006,Abril,3233.62,13131.91,3.23
Atlántico,2007,Abril,10896.80,97023.08,10.90
Atlántico,2007,Abril,28324.37,230462.26,28.32
Atlántico,2007,Abril,442.98,4367.55,0.44
Atlántico,2008,Abril,17.37,142.65,0.02
Atlántico,2008,Abril,340.20,715.43,0.34
Atlántico,2008,Abril,27827.32,181149.30,27.83
Atlántico,2008,Abril,553.52,4917.99,0.55
Atlántico,2009,Abril,7907.20,93255.57,7.91
Atlántico,2009,Abril,7150.50,81688.51,7.15
Atlántico,2009,Abril,816.00,10635.54,0.82
Atlántico,2009,Abril,907.31,1618.67,0.91
Atlántico,2009,Abril,17.36,224.14,0.02
Atlántico,2009,Abril,15397.62,171438.68,15.40
Atlántico,2010,Abril,18703.48,131646.96,18.70
Atlántico,2011,Abril,949.02,2897.78,0.95
Atlántico,2011,Abril,42979.36,288180.50,42.98
Atlántico,2011,Abril,19266.53,130989.71,19.27
Atlántico,2011,Abril,1512.00,1961.01,1.51
Atlántico,2011,Abril,69.46,683.41,0.07
Atlántico,2012,Abril,65156.72,515308.86,65.16
Atlántico,2012,Abril,29130.33,207409.21,29.13
Atlántico,2012,Abril,952.38,11049.11,0.95
Atlántico,2012,Abril,272.11,1703.62,0.27
Atlántico,2012,Abril,876.22,3169.14,0.88
Atlántico,2013,Abril,272.11,1856.71,0.27
Atlántico,2013,Abril,289.80,4155.21,0.29
Atlántico,2013,Abril,3794.18,12929.10,3.79
Atlántico,2013,Abril,62593.35,590989.26,62.59
Atlántico,2013,Abril,191.00,3549.50,0.19
Atlántico,2013,Abril,3504.46,16827.25,3.50
Atlántico,2013,Abril,538.78,7406.18,0.54
Atlántico,2013,Abril,54604.51,363051.62,54.60
Atlántico,2013,Abril,4952.70,59438.95,4.95
Atlántico,2013,Abril,1616.33,39842.18,1.62
Atlántico,2014,Abril,74374.98,608247.22,74.37
Atlántico,2014,Abril,91098.82,707954.08,91.10
Atlántico,2014,Abril,17.66,696.89,0.02
Atlántico,2015,Abril,1050.00,7733.18,1.05
Atlántico,2015,Abril,1360.80,6107.31,1.36
Atlántico,2015,Abril,71772.08,787284.84,71.77
Atlántico,2015,Abril,34.73,1961.51,0.03
Atlántico,2015,Abril,370.14,4455.77,0.37
Atlántico,2015,Abril,17600.10,184857.25,17.60
Atlántico,2016,Abril,145185.10,1767646.95,145.19
Atlántico,2016,Abril,35.00,84.11,0.04
Atlántico,2017,Abril,29692.71,418064.51,29.69
Atlántico,2017,Abril,2015.36,40311.95,2.02
Bogotá,2006,Abril,132.30,2934.72,0.13
Bogotá,2006,Abril,394.33,12062.91,0.39
Bogotá,2006,Abril,501.28,8504.55,0.50
Bogotá,2006,Abril,285.47,3741.01,0.29
Bogotá,2006,Abril,6.00,195.34,0.01
Bogotá,2006,Abril,1390.00,25391.70,1.39
Bogotá,2006,Abril,1609.40,31282.84,1.61
Bogotá,2006,Abril,90.00,2876.59,0.09
Bogotá,2006,Abril,241.61,8661.71,0.24
Bogotá,2006,Abril,1068.00,34135.80,1.07
Bogotá,2006,Abril,9.00,619.93,0.01
Bogotá,2006,Abril,4770.00,35330.98,4.77
Bogotá,2006,Abril,89.00,725.44,0.09
Bogotá,2006,Abril,5460.00,30637.32,5.46
Bogotá,2006,Abril,12000.00,56903.07,12.00
Bogotá,2006,Abril,2000.00,9483.86,2.00
Bogotá,2006,Abril,1114.00,11370.14,1.11
Bogotá,2006,Abril,8709.12,58843.38,8.71
Bogotá,2006,Abril,18648.00,78366.23,18.65
Bogotá,2006,Abril,138.70,950.32,0.14
Bogotá,2006,Abril,6.55,91.37,0.01
Bogotá,2007,Abril,17628.00,98737.68,17.63
Bogotá,2007,Abril,88.36,3423.31,0.09
Bogotá,2007,Abril,263.11,10195.01,0.26
Bogotá,2007,Abril,912.02,10255.44,0.91
Bogotá,2007,Abril,1392.25,10767.30,1.39
Bogotá,2007,Abril,9548.87,108395.03,9.55
Bogotá,2007,Abril,13.37,635.87,0.01
Bogotá,2007,Abril,15.17,339.86,0.02
Bogotá,2007,Abril,28.00,878.86,0.03
Bogotá,2007,Abril,25000.00,35464.91,25.00
Bogotá,2007,Abril,4343.40,29795.37,4.34
Bogotá,2007,Abril,9572.98,257541.29,9.57
Bogotá,2007,Abril,19248.23,441620.57,19.25
Bogotá,2007,Abril,4990.59,23625.59,4.99
Bogotá,2007,Abril,400.00,10622.55,0.40
Bogotá,2007,Abril,4120.00,38869.44,4.12
Bogotá,2007,Abril,5082.00,41388.72,5.08
Bogotá,2007,Abril,1440.00,6638.71,1.44
Bogotá,2007,Abril,14000.00,60396.41,14.00
Bogotá,2007,Abril,6000.00,30869.51,6.00
Bogotá,2007,Abril,465.71,12877.52,0.47
Bogotá,2007,Abril,15.19,419.72,0.02
Bogotá,2007,Abril,8335.20,42554.95,8.34
Bogotá,2007,Abril,954.00,10163.21,0.95
Bogotá,2008,Abril,52884.00,306187.92,52.88
Bogotá,2008,Abril,0.39,41.41,0.00
Bogotá,2008,Abril,500.00,3776.63,0.50
Bogotá,2008,Abril,2017.00,12449.82,2.02
Bogotá,2008,Abril,3878.26,43871.40,3.88
Bogotá,2008,Abril,72.80,2127.31,0.07
Bogotá,2008,Abril,203.25,4325.82,0.20
Bogotá,2008,Abril,476.40,16850.84,0.48
Bogotá,2008,Abril,500.00,8162.51,0.50
Bogotá,2008,Abril,0.32,33.72,0.00
Bogotá,2008,Abril,0.36,34.90,0.00
Bogotá,2008,Abril,0.68,73.73,0.00
Bogotá,2008,Abril,0.11,8.83,0.00
Bogotá,2008,Abril,1151.45,6524.41,1.15
Bogotá,2008,Abril,20120.00,50417.78,20.12
Bogotá,2008,Abril,34046.21,842372.51,34.05
Bogotá,2008,Abril,5000.00,37557.45,5.00
Bogotá,2008,Abril,11043.75,218236.03,11.04
Bogotá,2008,Abril,10081.00,92385.77,10.08
Bogotá,2008,Abril,14000.00,50076.53,14.00
Bogotá,2008,Abril,653.19,1734.57,0.65
Bogotá,2008,Abril,2432.06,38255.15,2.43
Bogotá,2008,Abril,1310.35,31401.27,1.31
Bogotá,2008,Abril,274.64,6451.30,0.27
Bogotá,2008,Abril,3688.11,15471.32,3.69
Bogotá,2008,Abril,10382.56,52986.43,10.38
Bogotá,2008,Abril,500.00,1120.67,0.50
Bogotá,2008,Abril,3071.34,32815.78,3.07
Bogotá,2008,Abril,350.00,4038.21,0.35
Bogotá,2008,Abril,1948.70,17871.29,1.95
Bogotá,2008,Abril,32000.00,52670.54,32.00
Bogotá,2008,Abril,150000.00,485320.54,150.00
Bogotá,2009,Abril,40.00,2178.53,0.04
Bogotá,2009,Abril,603.39,20885.65,0.60
Bogotá,2009,Abril,234.10,7944.59,0.23
Bogotá,2009,Abril,1035.36,9977.87,1.04
Bogotá,2009,Abril,38.57,614.67,0.04
Bogotá,2009,Abril,1252.80,10961.30,1.25
Bogotá,2009,Abril,16000.00,42811.60,16.00
Bogotá,2009,Abril,3459.46,145232.42,3.46
Bogotá,2009,Abril,2500.00,31076.10,2.50
Bogotá,2009,Abril,2819.00,40594.46,2.82
Bogotá,2009,Abril,12966.00,143200.03,12.97
Bogotá,2009,Abril,14000.00,97591.60,14.00
Bogotá,2009,Abril,48.00,175.91,0.05
Bogotá,2009,Abril,120000.00,605196.65,120.00
Bogotá,2009,Abril,9713.86,110707.17,9.71
Bogotá,2009,Abril,7600.00,64983.36,7.60
Bogotá,2009,Abril,2985.76,17461.32,2.99
Bogotá,2009,Abril,50000.00,90108.88,50.00
Bogotá,2009,Abril,8453.98,88636.91,8.45
Bogotá,2009,Abril,75000.00,302709.04,75.00
Bogotá,2009,Abril,3123.28,33375.54,3.12
Bogotá,2010,Abril,6096.80,201836.39,6.10
Bogotá,2010,Abril,2640.00,61190.19,2.64
Bogotá,2010,Abril,25.00,800.70,0.03
Bogotá,2010,Abril,211.93,3865.86,0.21
Bogotá,2010,Abril,33.00,1191.49,0.03
Bogotá,2010,Abril,13721.98,173638.78,13.72
Bogotá,2010,Abril,1355.65,10356.07,1.36
Bogotá,2010,Abril,52948.00,131688.24,52.95
Bogotá,2010,Abril,173.50,4888.02,0.17
Bogotá,2010,Abril,591.54,9587.35,0.59
Bogotá,2010,Abril,2250.20,36635.70,2.25
Bogotá,2010,Abril,535.81,4743.94,0.54
Bogotá,2010,Abril,632.77,11726.77,0.63
Bogotá,2010,Abril,4600.00,61713.40,4.60
Bogotá,2010,Abril,2643.84,17672.37,2.64
Bogotá,2010,Abril,1049.30,14059.98,1.05
Bogotá,2010,Abril,7774.20,49125.44,7.77
Bogotá,2010,Abril,5637.65,33625.79,5.64
Bogotá,2010,Abril,48000.00,273997.62,48.00
Bogotá,2010,Abril,1936.00,14378.32,1.94
Bogotá,2010,Abril,7720.13,53195.33,7.72
Bogotá,2010,Abril,8661.06,65566.35,8.66
Bogotá,2010,Abril,25000.00,200036.12,25.00
Bogotá,2010,Abril,1382.40,13191.56,1.38
Bogotá,2010,Abril,506.00,9083.10,0.51
Bogotá,2010,Abril,50000.00,420111.47,50.00
Bogotá,2010,Abril,6480.09,105333.49,6.48
Bogotá,2010,Abril,1373.00,14589.42,1.37
Bogotá,2010,Abril,450.31,6995.84,0.45
Bogotá,2010,Abril,5083.00,55530.88,5.08
Bogotá,2010,Abril,5635.00,44495.40,5.63
Bogotá,2010,Abril,7820.00,20623.47,7.82
Bogotá,2010,Abril,14000.00,116248.89,14.00
Bogotá,2010,Abril,8672.86,35497.96,8.67
Bogotá,2010,Abril,306.00,6418.64,0.31
Bogotá,2010,Abril,5097.80,41939.75,5.10
Bogotá,2010,Abril,816.00,10051.33,0.82
Bogotá,2010,Abril,8112.00,50555.91,8.11
Bogotá,2011,Abril,1905.12,38592.80,1.91
Bogotá,2011,Abril,1019.19,12383.36,1.02
Bogotá,2011,Abril,747.83,7586.36,0.75
Bogotá,2011,Abril,10000.00,35013.89,10.00
Bogotá,2011,Abril,79.39,1821.89,0.08
Bogotá,2011,Abril,9639.00,192455.48,9.64
Bogotá,2011,Abril,39263.50,107810.97,39.26
Bogotá,2011,Abril,3576.00,98963.07,3.58
Bogotá,2011,Abril,2040.00,52435.96,2.04
Bogotá,2011,Abril,1461.10,55873.63,1.46
Bogotá,2011,Abril,1648.99,29439.16,1.65
Bogotá,2011,Abril,12768.00,65539.29,12.77
Bogotá,2011,Abril,13415.40,73331.19,13.42
Bogotá,2011,Abril,105500.00,437657.47,105.50
Bogotá,2011,Abril,2901.73,13454.81,2.90
Bogotá,2011,Abril,20462.40,144941.05,20.46
Bogotá,2011,Abril,20470.20,209213.94,20.47
Bogotá,2011,Abril,31000.00,286656.95,31.00
Bogotá,2011,Abril,3682.00,54506.06,3.68
Bogotá,2011,Abril,100000.00,998094.26,100.00
Bogotá,2011,Abril,3960.00,48818.22,3.96
Bogotá,2011,Abril,5000.00,38479.21,5.00
Bogotá,2011,Abril,29049.48,580120.81,29.05
Bogotá,2011,Abril,307.78,7864.30,0.31
Bogotá,2011,Abril,1140.59,15273.66,1.14
Bogotá,2011,Abril,25866.87,368906.32,25.87
Bogotá,2011,Abril,59.53,466.67,0.06
Bogotá,2011,Abril,5921.94,63403.10,5.92
Bogotá,2011,Abril,183.20,5775.20,0.18
Bogotá,2011,Abril,4426.00,46629.53,4.43
Bogotá,2011,Abril,8696.00,62550.21,8.70
Bogotá,2011,Abril,1221.00,10346.29,1.22
Bogotá,2011,Abril,2301.00,27381.21,2.30
Bogotá,2011,Abril,2662.00,37058.32,2.66
Bogotá,2011,Abril,1012.30,27416.86,1.01
Bogotá,2011,Abril,803.50,19421.95,0.80
Bogotá,2011,Abril,8026.36,21087.35,8.03
Bogotá,2011,Abril,18828.00,82353.70,18.83
Bogotá,2011,Abril,196.48,2678.91,0.20
Bogotá,2011,Abril,118.20,337.10,0.12
Bogotá,2011,Abril,19214.00,53751.65,19.21
Bogotá,2011,Abril,11073.31,48336.29,11.07
Bogotá,2012,Abril,173.48,6341.48,0.17
Bogotá,2012,Abril,30.00,1266.15,0.03
Bogotá,2012,Abril,5822.00,44873.28,5.82
Bogotá,2012,Abril,84.00,558.34,0.08
Bogotá,2012,Abril,60.00,2261.24,0.06
Bogotá,2012,Abril,54.00,1611.81,0.05
Bogotá,2012,Abril,1004.00,30854.92,1.00
Bogotá,2012,Abril,410.00,8596.50,0.41
Bogotá,2012,Abril,133.50,4172.78,0.13
Bogotá,2012,Abril,30.00,1157.30,0.03
Bogotá,2012,Abril,5822.00,44873.28,5.82
Bogotá,2012,Abril,84.00,558.34,0.08
Bogotá,2012,Abril,845.54,18039.57,0.85
Bogotá,2012,Abril,593.50,10143.76,0.59
Bogotá,2012,Abril,8455.52,76224.61,8.46
Bogotá,2012,Abril,22000.00,145484.64,22.00
Bogotá,2012,Abril,6000.00,27029.61,6.00
Bogotá,2012,Abril,5821.20,40005.17,5.82
Bogotá,2012,Abril,2223.93,12696.70,2.22
Bogotá,2012,Abril,6000.00,38382.05,6.00
Bogotá,2012,Abril,40000.00,353186.98,40.00
Bogotá,2012,Abril,1103.00,17244.76,1.10
Bogotá,2012,Abril,9783.60,292048.65,9.78
Bogotá,2012,Abril,863.00,11678.31,0.86
Bogotá,2012,Abril,3965.20,47176.72,3.97
Bogotá,2012,Abril,6604.95,228690.85,6.60
Bogotá,2012,Abril,8687.14,27072.19,8.69
Bogotá,2012,Abril,20700.82,510970.04,20.70
Bogotá,2012,Abril,18144.00,98869.96,18.14
Bogotá,2012,Abril,667.20,8688.17,0.67
Bogotá,2012,Abril,1250.00,15481.35,1.25
Bogotá,2012,Abril,652.95,25210.23,0.65
Bogotá,2012,Abril,612.36,16446.92,0.61
Bogotá,2012,Abril,510.30,13705.75,0.51
Bogotá,2012,Abril,10546.84,176426.07,10.55
Bogotá,2012,Abril,208.37,1646.71,0.21
Bogotá,2012,Abril,3827.57,28348.47,3.83
Bogotá,2012,Abril,6512.00,76423.87,6.51
Bogotá,2012,Abril,32008.90,271590.32,32.01
Bogotá,2012,Abril,100.00,4757.83,0.10
Bogotá,2012,Abril,163.29,2636.76,0.16
Bogotá,2012,Abril,244.80,1146.36,0.24
Bogotá,2012,Abril,51636.00,217725.87,51.64
Bogotá,2012,Abril,4350.00,24467.13,4.35
Bogotá,2013,Abril,563.85,12600.73,0.56
Bogotá,2013,Abril,140.00,1999.08,0.14
Bogotá,2013,Abril,800.00,11257.87,0.80
Bogotá,2013,Abril,1138.53,5925.90,1.14
Bogotá,2013,Abril,1521.00,36712.88,1.52
Bogotá,2013,Abril,1.00,18.31,0.00
Bogotá,2013,Abril,43.40,745.55,0.04
Bogotá,2013,Abril,115.20,3841.67,0.12
Bogotá,2013,Abril,265.55,10488.10,0.27
Bogotá,2013,Abril,48735.00,1135264.95,48.73
Bogotá,2013,Abril,7581.20,64843.45,7.58
Bogotá,2013,Abril,1117.20,43295.79,1.12
Bogotá,2013,Abril,709.84,8655.62,0.71
Bogotá,2013,Abril,1992.00,53628.59,1.99
Bogotá,2013,Abril,948.00,27099.25,0.95
Bogotá,2013,Abril,4423.20,111888.12,4.42
Bogotá,2013,Abril,4774.30,159572.43,4.77
Bogotá,2013,Abril,2928.00,27892.49,2.93
Bogotá,2013,Abril,2688.00,17348.75,2.69
Bogotá,2013,Abril,239.90,1792.68,0.24
Bogotá,2013,Abril,16000.00,94196.54,16.00
Bogotá,2013,Abril,1212.38,11312.97,1.21
Bogotá,2013,Abril,1632.65,7118.26,1.63
Bogotá,2013,Abril,1423.62,5658.13,1.42
Bogotá,2013,Abril,8576.00,65402.91,8.58
Bogotá,2013,Abril,2216.20,18484.46,2.22
Bogotá,2013,Abril,16595.00,42665.42,16.59
Bogotá,2013,Abril,5424.17,90186.79,5.42
Bogotá,2013,Abril,3007.87,126934.35,3.01
Bogotá,2013,Abril,2811.60,25838.69,2.81
