departamento,anio,mes,cantidadunidades,valormilespesos,toneladas
Bogotá,2007,Noviembre,39.00,873.00,0.04
Bogotá,2007,Noviembre,646.91,4680.73,0.65
Bogotá,2007,Noviembre,457.95,13015.08,0.46
Bogotá,2007,Noviembre,20302.00,53907.91,20.30
Bogotá,2007,Noviembre,149920.00,197979.05,149.92
Bogotá,2007,Noviembre,6270.18,122278.10,6.27
Bogotá,2007,Noviembre,385.00,8663.78,0.39
Bogotá,2007,Noviembre,3510.00,49915.46,3.51
Bogotá,2007,Noviembre,1501.44,60022.39,1.50
Bogotá,2007,Noviembre,10838.02,272404.54,10.84
Bogotá,2007,Noviembre,27405.52,648595.12,27.41
Bogotá,2007,Noviembre,6396.00,66987.50,6.40
Bogotá,2007,Noviembre,36025.00,283665.01,36.02
Bogotá,2007,Noviembre,6000.00,31849.80,6.00
Bogotá,2007,Noviembre,30680.64,259785.52,30.68
Bogotá,2007,Noviembre,3711.50,33768.90,3.71
Bogotá,2007,Noviembre,3878.50,20950.20,3.88
Bogotá,2007,Noviembre,64000.00,120820.19,64.00
Bogotá,2007,Noviembre,809.00,8255.90,0.81
Bogotá,2008,Noviembre,17652.00,131447.51,17.65
Bogotá,2008,Noviembre,50.40,1584.35,0.05
Bogotá,2008,Noviembre,270.20,5513.75,0.27
Bogotá,2008,Noviembre,551.74,15384.38,0.55
Bogotá,2008,Noviembre,33170.00,99617.28,33.17
Bogotá,2008,Noviembre,1972.80,96228.68,1.97
Bogotá,2008,Noviembre,56.00,2576.45,0.06
Bogotá,2008,Noviembre,238.00,9689.79,0.24
Bogotá,2008,Noviembre,90.00,5603.94,0.09
Bogotá,2008,Noviembre,1819.84,17979.65,1.82
Bogotá,2008,Noviembre,81.90,3077.02,0.08
Bogotá,2008,Noviembre,1.02,22.91,0.00
Bogotá,2008,Noviembre,12.80,1784.29,0.01
Bogotá,2008,Noviembre,32100.29,97522.04,32.10
Bogotá,2008,Noviembre,2839.68,114942.78,2.84
Bogotá,2008,Noviembre,1010.00,14187.56,1.01
Bogotá,2008,Noviembre,949.39,20518.63,0.95
Bogotá,2008,Noviembre,949.39,19801.89,0.95
Bogotá,2008,Noviembre,6205.25,218651.34,6.21
Bogotá,2008,Noviembre,7500.00,71173.03,7.50
Bogotá,2008,Noviembre,18143.88,100985.07,18.14
Bogotá,2008,Noviembre,284.67,3333.34,0.28
Bogotá,2008,Noviembre,594.46,16453.57,0.59
Bogotá,2008,Noviembre,628.73,17401.11,0.63
Bogotá,2008,Noviembre,1365.00,27209.65,1.37
Bogotá,2008,Noviembre,70.30,1803.48,0.07
Bogotá,2008,Noviembre,1558.10,39973.90,1.56
Bogotá,2008,Noviembre,14000.00,78287.04,14.00
Bogotá,2008,Noviembre,7854.00,54997.04,7.85
Bogotá,2008,Noviembre,12907.68,194943.98,12.91
Bogotá,2008,Noviembre,4765.55,47571.28,4.77
Bogotá,2008,Noviembre,8064.00,54102.54,8.06
Bogotá,2008,Noviembre,1753.00,13355.05,1.75
Bogotá,2008,Noviembre,9703.37,118519.34,9.70
Bogotá,2009,Noviembre,17628.00,113065.71,17.63
Bogotá,2009,Noviembre,1821.12,40324.74,1.82
Bogotá,2009,Noviembre,1780.00,45970.41,1.78
Bogotá,2009,Noviembre,308.41,9747.58,0.31
Bogotá,2009,Noviembre,200.00,6526.46,0.20
Bogotá,2009,Noviembre,970.19,7106.28,0.97
Bogotá,2009,Noviembre,26430.00,67672.05,26.43
Bogotá,2009,Noviembre,90.80,1081.68,0.09
Bogotá,2009,Noviembre,570.00,13271.27,0.57
Bogotá,2009,Noviembre,2050.00,27645.07,2.05
Bogotá,2009,Noviembre,1841.40,26027.95,1.84
Bogotá,2009,Noviembre,250.00,4824.30,0.25
Bogotá,2009,Noviembre,5374.75,196843.07,5.37
Bogotá,2009,Noviembre,6900.00,37692.85,6.90
Bogotá,2009,Noviembre,18143.88,87700.60,18.14
Bogotá,2009,Noviembre,2892.00,30328.81,2.89
Bogotá,2009,Noviembre,8003.00,60578.35,8.00
Bogotá,2009,Noviembre,74.31,162.39,0.07
Bogotá,2009,Noviembre,2584.80,68466.83,2.58
Bogotá,2009,Noviembre,967.20,30208.60,0.97
Bogotá,2009,Noviembre,2242.90,59969.79,2.24
Bogotá,2009,Noviembre,2919.40,128162.54,2.92
Bogotá,2009,Noviembre,1876.36,11104.83,1.88
Bogotá,2009,Noviembre,11088.00,55744.57,11.09
Bogotá,2009,Noviembre,1344.00,6022.22,1.34
Bogotá,2009,Noviembre,10700.80,132766.32,10.70
Bogotá,2009,Noviembre,379.00,2990.22,0.38
Bogotá,2009,Noviembre,8654.88,68460.18,8.65
Bogotá,2009,Noviembre,50000.00,202442.50,50.00
Bogotá,2009,Noviembre,4206.00,55580.23,4.21
Bogotá,2009,Noviembre,10664.28,70182.02,10.66
Bogotá,2009,Noviembre,75000.00,323843.94,75.00
Bogotá,2009,Noviembre,50000.00,182792.66,50.00
Bogotá,2010,Noviembre,400.18,14670.20,0.40
Bogotá,2010,Noviembre,5000.00,71000.18,5.00
Bogotá,2010,Noviembre,49.36,1088.50,0.05
Bogotá,2010,Noviembre,4439.28,36604.46,4.44
Bogotá,2010,Noviembre,754.78,13350.69,0.75
Bogotá,2010,Noviembre,200.00,4790.62,0.20
Bogotá,2010,Noviembre,38428.00,104620.68,38.43
Bogotá,2010,Noviembre,16000.00,58458.94,16.00
Bogotá,2010,Noviembre,1000.00,14667.58,1.00
Bogotá,2010,Noviembre,66.00,760.26,0.07
Bogotá,2010,Noviembre,665.00,48741.89,0.67
Bogotá,2010,Noviembre,15000.00,43793.30,15.00
Bogotá,2010,Noviembre,159.40,3624.07,0.16
Bogotá,2010,Noviembre,12061.44,100392.64,12.06
Bogotá,2010,Noviembre,299.80,3812.12,0.30
Bogotá,2010,Noviembre,1008.00,4959.73,1.01
Bogotá,2010,Noviembre,2483.08,16821.68,2.48
Bogotá,2010,Noviembre,15000.00,58182.44,15.00
Bogotá,2010,Noviembre,8727.49,91618.96,8.73
Bogotá,2010,Noviembre,601.34,8490.49,0.60
Bogotá,2010,Noviembre,1989.12,8013.41,1.99
Bogotá,2010,Noviembre,8179.20,57781.26,8.18
Bogotá,2010,Noviembre,2764.80,25252.63,2.76
Bogotá,2010,Noviembre,5648.83,165813.83,5.65
Bogotá,2010,Noviembre,2915.50,81730.48,2.92
Bogotá,2010,Noviembre,20754.16,310188.86,20.75
Bogotá,2010,Noviembre,32000.00,70101.84,32.00
Bogotá,2010,Noviembre,4013.40,97184.09,4.01
Bogotá,2010,Noviembre,2400.00,25668.00,2.40
Bogotá,2010,Noviembre,238.14,2086.43,0.24
Bogotá,2010,Noviembre,1306.36,6096.69,1.31
Bogotá,2010,Noviembre,5679.00,62998.55,5.68
Bogotá,2010,Noviembre,11489.00,94732.55,11.49
Bogotá,2010,Noviembre,972.00,26826.65,0.97
Bogotá,2010,Noviembre,2827.27,6310.51,2.83
Bogotá,2010,Noviembre,140.00,1199.50,0.14
Bogotá,2010,Noviembre,78.80,216.02,0.08
Bogotá,2010,Noviembre,5352.80,44412.58,5.35
Bogotá,2010,Noviembre,384.00,16139.72,0.38
Bogotá,2010,Noviembre,8632.80,43438.49,8.63
Bogotá,2010,Noviembre,17628.00,102724.70,17.63
Bogotá,2011,Noviembre,330.00,5012.53,0.33
Bogotá,2011,Noviembre,2287.99,30883.04,2.29
Bogotá,2011,Noviembre,600.77,25650.47,0.60
Bogotá,2011,Noviembre,2766.19,56112.75,2.77
Bogotá,2011,Noviembre,6.40,575.58,0.01
Bogotá,2011,Noviembre,78.75,15011.65,0.08
Bogotá,2011,Noviembre,14298.19,185534.49,14.30
Bogotá,2011,Noviembre,31.80,1112.92,0.03
Bogotá,2011,Noviembre,336.00,11957.99,0.34
Bogotá,2011,Noviembre,9200.00,123582.91,9.20
Bogotá,2011,Noviembre,313.91,5590.23,0.31
Bogotá,2011,Noviembre,5184.00,34907.11,5.18
Bogotá,2011,Noviembre,16500.40,103929.07,16.50
Bogotá,2011,Noviembre,32000.00,140085.57,32.00
Bogotá,2011,Noviembre,4020.00,62815.88,4.02
Bogotá,2011,Noviembre,26000.00,269071.41,26.00
Bogotá,2011,Noviembre,16000.00,102102.80,16.00
Bogotá,2011,Noviembre,1036.80,9932.92,1.04
Bogotá,2011,Noviembre,200000.00,2155440.02,200.00
Bogotá,2011,Noviembre,9549.00,146140.80,9.55
Bogotá,2011,Noviembre,4140.00,35029.00,4.14
Bogotá,2011,Noviembre,6444.00,192593.13,6.44
Bogotá,2011,Noviembre,3645.94,137812.96,3.65
Bogotá,2011,Noviembre,13495.53,370257.38,13.50
Bogotá,2011,Noviembre,122.47,1862.09,0.12
Bogotá,2011,Noviembre,9533.69,172914.33,9.53
Bogotá,2011,Noviembre,178.60,1520.68,0.18
Bogotá,2011,Noviembre,4170.24,40033.07,4.17
Bogotá,2011,Noviembre,320.41,8185.39,0.32
Bogotá,2011,Noviembre,9662.00,118549.79,9.66
Bogotá,2011,Noviembre,13086.00,117954.31,13.09
Bogotá,2011,Noviembre,815.00,28740.33,0.82
Bogotá,2011,Noviembre,451.75,13449.09,0.45
Bogotá,2011,Noviembre,5389.92,41897.51,5.39
Bogotá,2011,Noviembre,13320.00,69480.91,13.32
Bogotá,2011,Noviembre,244.94,4261.17,0.24
Bogotá,2011,Noviembre,4533.54,54424.20,4.53
Bogotá,2011,Noviembre,39.40,144.03,0.04
Bogotá,2011,Noviembre,57642.00,212282.19,57.64
Bogotá,2012,Noviembre,650.00,16817.01,0.65
Bogotá,2012,Noviembre,277.75,15329.81,0.28
Bogotá,2012,Noviembre,5443.20,28228.67,5.44
Bogotá,2012,Noviembre,6032.00,24522.29,6.03
Bogotá,2012,Noviembre,4.50,290.32,0.00
Bogotá,2012,Noviembre,3169.98,38708.23,3.17
Bogotá,2012,Noviembre,12.00,94.36,0.01
Bogotá,2012,Noviembre,72.00,1017.51,0.07
Bogotá,2012,Noviembre,5488.00,90046.57,5.49
Bogotá,2012,Noviembre,1253.00,21675.02,1.25
Bogotá,2012,Noviembre,313.20,10430.31,0.31
Bogotá,2012,Noviembre,530.40,23132.97,0.53
Bogotá,2012,Noviembre,400.92,19350.16,0.40
Bogotá,2012,Noviembre,2839.16,34774.36,2.84
Bogotá,2012,Noviembre,1369.12,32200.61,1.37
Bogotá,2012,Noviembre,2652.00,69166.83,2.65
Bogotá,2012,Noviembre,784.80,21869.61,0.78
Bogotá,2012,Noviembre,1281.60,28489.63,1.28
Bogotá,2012,Noviembre,6039.00,226068.97,6.04
Bogotá,2012,Noviembre,384.00,20364.58,0.38
Bogotá,2012,Noviembre,2286.00,20766.44,2.29
Bogotá,2012,Noviembre,2262.95,26500.55,2.26
Bogotá,2012,Noviembre,14362.91,86311.46,14.36
Bogotá,2012,Noviembre,3958.35,29781.74,3.96
Bogotá,2012,Noviembre,15500.00,113240.82,15.50
Bogotá,2012,Noviembre,2997.18,27632.72,3.00
Bogotá,2012,Noviembre,16458.00,39900.12,16.46
Bogotá,2012,Noviembre,26000.00,194993.67,26.00
Bogotá,2012,Noviembre,603.00,8504.69,0.60
Bogotá,2012,Noviembre,1909.00,74690.26,1.91
Bogotá,2012,Noviembre,2237.76,95309.96,2.24
Bogotá,2012,Noviembre,27271.13,694515.73,27.27
Bogotá,2012,Noviembre,14952.00,156040.45,14.95
Bogotá,2012,Noviembre,24012.00,209747.50,24.01
Bogotá,2012,Noviembre,388.74,6593.74,0.39
Bogotá,2012,Noviembre,57642.00,239288.55,57.64
Bogotá,2012,Noviembre,100.00,4710.40,0.10
Bogotá,2012,Noviembre,16350.00,87980.29,16.35
Bogotá,2013,Noviembre,1550.00,45395.36,1.55
Bogotá,2013,Noviembre,124.22,5436.49,0.12
Bogotá,2013,Noviembre,58.54,2627.16,0.06
Bogotá,2013,Noviembre,60.00,1706.27,0.06
Bogotá,2013,Noviembre,40.00,784.36,0.04
Bogotá,2013,Noviembre,411.48,11678.83,0.41
Bogotá,2013,Noviembre,1203.60,33090.96,1.20
Bogotá,2013,Noviembre,497.00,6783.18,0.50
Bogotá,2013,Noviembre,11981.00,117571.65,11.98
Bogotá,2013,Noviembre,792.00,11073.57,0.79
Bogotá,2013,Noviembre,1919.20,32773.61,1.92
Bogotá,2013,Noviembre,171.89,10131.43,0.17
Bogotá,2013,Noviembre,964.32,27824.23,0.96
Bogotá,2013,Noviembre,960.00,30007.19,0.96
Bogotá,2013,Noviembre,1828.20,57021.27,1.83
Bogotá,2013,Noviembre,1579.07,66193.03,1.58
Bogotá,2013,Noviembre,35092.20,194305.48,35.09
Bogotá,2013,Noviembre,2000.00,17243.04,2.00
Bogotá,2013,Noviembre,33017.77,397531.47,33.02
Bogotá,2013,Noviembre,718.10,6555.25,0.72
Bogotá,2013,Noviembre,816.33,3692.51,0.82
Bogotá,2013,Noviembre,668.30,2621.26,0.67
Bogotá,2013,Noviembre,12898.12,92601.67,12.90
Bogotá,2013,Noviembre,1328.40,10417.89,1.33
Bogotá,2013,Noviembre,16379.00,43866.64,16.38
Bogotá,2013,Noviembre,5863.74,98138.60,5.86
Bogotá,2013,Noviembre,3950.34,168245.83,3.95
Bogotá,2013,Noviembre,15825.61,652014.70,15.83
Bogotá,2013,Noviembre,120.00,9971.37,0.12
Bogotá,2013,Noviembre,1687.08,8617.67,1.69
Bogotá,2013,Noviembre,18021.70,467721.10,18.02
Bogotá,2013,Noviembre,25000.00,78811.15,25.00
Bogotá,2013,Noviembre,8696.00,101466.97,8.70
Bogotá,2013,Noviembre,34525.00,303452.43,34.52
Bogotá,2013,Noviembre,76856.00,357266.79,76.86
Bogotá,2013,Noviembre,13627.75,137642.90,13.63
Bogotá,2013,Noviembre,5375.38,148702.57,5.38
Bogotá,2013,Noviembre,735.79,8918.17,0.74
Bogotá,2013,Noviembre,2407.24,15799.37,2.41
Bogotá,2013,Noviembre,14604.02,206581.60,14.60
Bogotá,2013,Noviembre,108.84,2892.35,0.11
Bogotá,2013,Noviembre,2465.85,19311.28,2.47
Bogotá,2013,Noviembre,521.51,7186.48,0.52
Bogotá,2013,Noviembre,808.17,11871.37,0.81
Bogotá,2013,Noviembre,6095.21,75490.48,6.10
Bogotá,2014,Noviembre,648.00,17612.13,0.65
Bogotá,2014,Noviembre,113.83,7061.85,0.11
Bogotá,2014,Noviembre,6510.56,206592.23,6.51
Bogotá,2014,Noviembre,2315.49,75852.30,2.32
Bogotá,2014,Noviembre,294.89,11468.66,0.29
Bogotá,2014,Noviembre,202.48,7874.43,0.20
Bogotá,2014,Noviembre,1086.48,42256.22,1.09
Bogotá,2014,Noviembre,1998.29,22721.14,2.00
Bogotá,2014,Noviembre,1185.19,26976.09,1.19
Bogotá,2014,Noviembre,204.54,6263.94,0.20
Bogotá,2014,Noviembre,27.52,2134.07,0.03
Bogotá,2014,Noviembre,18.00,729.17,0.02
Bogotá,2014,Noviembre,289.41,11101.48,0.29
Bogotá,2014,Noviembre,470.40,23031.07,0.47
Bogotá,2014,Noviembre,185.37,6605.40,0.19
Bogotá,2014,Noviembre,837.49,24205.81,0.84
Bogotá,2014,Noviembre,15.70,1252.92,0.02
Bogotá,2014,Noviembre,205.11,5798.41,0.21
Bogotá,2014,Noviembre,3900.56,65489.48,3.90
Bogotá,2014,Noviembre,225.00,7432.18,0.23
Bogotá,2014,Noviembre,624.00,11822.35,0.62
Bogotá,2014,Noviembre,274.80,15195.24,0.27
Bogotá,2014,Noviembre,2950.00,37198.03,2.95
Bogotá,2014,Noviembre,1833.04,58551.08,1.83
Bogotá,2014,Noviembre,8718.00,135399.94,8.72
Bogotá,2014,Noviembre,864.00,8791.86,0.86
Bogotá,2014,Noviembre,32102.80,208467.52,32.10
Bogotá,2014,Noviembre,1350.00,13071.63,1.35
Bogotá,2014,Noviembre,5727.06,105101.74,5.73
Bogotá,2014,Noviembre,5165.49,58187.93,5.17
Bogotá,2014,Noviembre,4517.03,30111.65,4.52
Bogotá,2014,Noviembre,6115.36,28881.84,6.12
Bogotá,2014,Noviembre,2553.00,70691.88,2.55
Bogotá,2014,Noviembre,512.00,9997.02,0.51
Bogotá,2014,Noviembre,6652.80,53112.99,6.65
Bogotá,2014,Noviembre,3649.80,23540.78,3.65
Bogotá,2014,Noviembre,2358.72,21788.38,2.36
Bogotá,2014,Noviembre,4294.68,141150.36,4.29
Bogotá,2014,Noviembre,50.00,1519.27,0.05
Bogotá,2014,Noviembre,9299.81,408669.26,9.30
Bogotá,2014,Noviembre,8574.10,209466.34,8.57
Bogotá,2014,Noviembre,28319.45,872747.26,28.32
Bogotá,2014,Noviembre,2555.38,8440.06,2.56
Bogotá,2014,Noviembre,142.90,2146.66,0.14
Bogotá,2014,Noviembre,399.31,3705.12,0.40
Bogotá,2014,Noviembre,12488.00,160967.40,12.49
Bogotá,2014,Noviembre,52157.83,567874.14,52.16
Bogotá,2014,Noviembre,100.00,5205.65,0.10
Bogotá,2014,Noviembre,1929.60,26665.83,1.93
Bogotá,2014,Noviembre,3301.62,53447.42,3.30
Bogotá,2014,Noviembre,8259.58,84828.32,8.26
Bogotá,2014,Noviembre,13982.37,96383.65,13.98
Bogotá,2014,Noviembre,57683.85,982771.75,57.68
Bogotá,2014,Noviembre,18703.34,279714.02,18.70
Bogotá,2014,Noviembre,13767.08,89766.65,13.77
Bogotá,2014,Noviembre,2105.63,67992.72,2.11
Bogotá,2014,Noviembre,314.29,7323.80,0.31
Bogotá,2014,Noviembre,3451.55,56196.30,3.45
Bogotá,2014,Noviembre,2976.12,47619.34,2.98
Bogotá,2014,Noviembre,17206.31,256181.88,17.21
Bogotá,2014,Noviembre,642.86,14680.89,0.64
Bogotá,2014,Noviembre,517.22,14815.54,0.52
Bogotá,2015,Noviembre,176.85,9232.13,0.18
Bogotá,2015,Noviembre,2100.00,101235.59,2.10
Bogotá,2015,Noviembre,7204.59,261977.94,7.20
Bogotá,2015,Noviembre,2495.37,39250.12,2.50
Bogotá,2015,Noviembre,219.54,5690.58,0.22
Bogotá,2015,Noviembre,3444.92,193980.40,3.44
Bogotá,2015,Noviembre,358.15,14361.70,0.36
Bogotá,2015,Noviembre,30.41,189.92,0.03
Bogotá,2015,Noviembre,100.00,8752.30,0.10
Bogotá,2015,Noviembre,1002.00,29950.28,1.00
Bogotá,2015,Noviembre,1088.20,81201.86,1.09
Bogotá,2015,Noviembre,1366.70,71566.17,1.37
Bogotá,2015,Noviembre,958.00,30227.17,0.96
Bogotá,2015,Noviembre,1364.13,29711.91,1.36
Bogotá,2015,Noviembre,1865.55,42329.03,1.87
Bogotá,2015,Noviembre,2954.86,101392.61,2.95
Bogotá,2015,Noviembre,1842.00,79978.20,1.84
Bogotá,2015,Noviembre,19186.93,445883.89,19.19
Bogotá,2015,Noviembre,1152.00,16253.49,1.15
Bogotá,2015,Noviembre,21874.70,585185.26,21.87
Bogotá,2015,Noviembre,1166.26,17395.94,1.17
Bogotá,2015,Noviembre,2220.41,21733.77,2.22
Bogotá,2015,Noviembre,20952.00,588779.65,20.95
Bogotá,2015,Noviembre,15000.00,119986.84,15.00
Bogotá,2015,Noviembre,7000.00,87572.41,7.00
Bogotá,2015,Noviembre,14924.80,617683.49,14.92
Bogotá,2015,Noviembre,12945.74,744672.43,12.95
Bogotá,2015,Noviembre,1350.00,33015.28,1.35
Bogotá,2015,Noviembre,3276.00,61377.25,3.28
Bogotá,2015,Noviembre,5850.72,218378.22,5.85
Bogotá,2015,Noviembre,37800.00,364365.82,37.80
Bogotá,2015,Noviembre,5664.95,261715.88,5.66
Bogotá,2015,Noviembre,25981.83,410324.68,25.98
Bogotá,2015,Noviembre,710.95,17014.90,0.71
Bogotá,2015,Noviembre,14880.00,195666.01,14.88
Bogotá,2015,Noviembre,6735.70,143535.70,6.74
Bogotá,2015,Noviembre,32116.57,414449.87,32.12
Bogotá,2015,Noviembre,2756.35,40316.53,2.76
Bogotá,2015,Noviembre,21000.00,41543.40,21.00
Bogotá,2015,Noviembre,28299.12,60003.21,28.30
Bogotá,2015,Noviembre,424.08,4538.45,0.42
Bogotá,2015,Noviembre,18469.41,197652.93,18.47
Bogotá,2015,Noviembre,5644.80,191757.14,5.64
Bogotá,2015,Noviembre,22902.09,536545.72,22.90
Bogotá,2015,Noviembre,609.51,20543.77,0.61
Bogotá,2015,Noviembre,2854.71,37100.47,2.85
Bogotá,2015,Noviembre,1480.28,15520.20,1.48
Bogotá,2015,Noviembre,25067.34,624823.83,25.07
Bogotá,2015,Noviembre,1179.12,21656.33,1.18
Bogotá,2015,Noviembre,5348.57,45969.17,5.35
Bogotá,2015,Noviembre,890.82,43369.65,0.89
Bogotá,2015,Noviembre,8120.18,177536.96,8.12
Bogotá,2015,Noviembre,190.48,4179.76,0.19
Bogotá,2016,Noviembre,7700.00,222301.98,7.70
Bogotá,2016,Noviembre,2282.11,154763.50,2.28
Bogotá,2016,Noviembre,320.00,11678.12,0.32
Bogotá,2016,Noviembre,216.00,10822.97,0.22
Bogotá,2016,Noviembre,405.00,8887.19,0.41
Bogotá,2016,Noviembre,1914.74,29745.55,1.91
Bogotá,2016,Noviembre,6631.80,63360.28,6.63
Bogotá,2016,Noviembre,9795.76,270030.83,9.80
Bogotá,2016,Noviembre,50000.00,214978.40,50.00
Bogotá,2016,Noviembre,532.80,17219.80,0.53
Bogotá,2016,Noviembre,25000.00,155997.54,25.00
Bogotá,2016,Noviembre,3000.00,104907.43,3.00
Bogotá,2016,Noviembre,5007.36,204132.67,5.01
Bogotá,2016,Noviembre,8982.07,553235.23,8.98
Bogotá,2016,Noviembre,26643.80,286075.01,26.64
Bogotá,2016,Noviembre,23083.19,1219681.62,23.08
Bogotá,2016,Noviembre,3229.57,93989.10,3.23
Bogotá,2016,Noviembre,720.00,14301.33,0.72
Bogotá,2016,Noviembre,5000.00,52826.78,5.00
Bogotá,2016,Noviembre,22822.69,823745.79,22.82
Bogotá,2016,Noviembre,210.00,2994.72,0.21
Bogotá,2016,Noviembre,5519.28,348198.57,5.52
Bogotá,2016,Noviembre,14000.00,116228.01,14.00
Bogotá,2016,Noviembre,574.40,23431.05,0.57
Bogotá,2016,Noviembre,10016.51,167721.30,10.02
Bogotá,2016,Noviembre,63.52,1020.19,0.06
Bogotá,2016,Noviembre,86.40,11483.65,0.09
Bogotá,2016,Noviembre,70.56,11158.57,0.07
Bogotá,2016,Noviembre,888.00,18784.97,0.89
Bogotá,2016,Noviembre,8431.20,105321.09,8.43
Bogotá,2016,Noviembre,3720.00,79938.10,3.72
Bogotá,2016,Noviembre,2569.19,51074.17,2.57
Bogotá,2016,Noviembre,46797.60,542018.12,46.80
Bogotá,2016,Noviembre,628.80,29578.31,0.63
Bogotá,2016,Noviembre,1434.20,17192.13,1.43
Bogotá,2016,Noviembre,8489.30,116064.36,8.49
Bogotá,2016,Noviembre,46225.01,1050861.63,46.23
Bogotá,2016,Noviembre,2979.05,135727.95,2.98
Bogotá,2016,Noviembre,435.37,14991.18,0.44
Bogotá,2016,Noviembre,863.27,12009.49,0.86
Bogotá,2016,Noviembre,5462.05,73003.67,5.46
Bogotá,2016,Noviembre,3697.59,33709.89,3.70
Bogotá,2016,Noviembre,19439.57,468814.55,19.44
Bogotá,2016,Noviembre,5389.55,117237.75,5.39
Bogotá,2016,Noviembre,10364.08,86492.72,10.36
Bogotá,2016,Noviembre,890.83,44271.20,0.89
Bogotá,2016,Noviembre,1571.42,55038.25,1.57
Bogotá,2016,Noviembre,2666.67,60473.91,2.67
BolÃ­var,2009,Noviembre,4443.50,11064.68,4.44
BolÃ­var,2009,Noviembre,38434.00,101426.70,38.43
BolÃ­var,2015,Noviembre,36287.36,248392.21,36.29
Caldas,2006,Noviembre,100050.00,525878.95,100.05
Caldas,2008,Noviembre,45000.00,133680.04,45.00
Caldas,2007,Noviembre,1220.31,5735.68,1.22
Caldas,2011,Noviembre,84480.00,462690.34,84.48
Caldas,2011,Noviembre,112056.00,580122.61,112.06
Caldas,2011,Noviembre,27970.00,162885.61,27.97
Caldas,2013,Noviembre,28000.00,158291.32,28.00
Cauca,2014,Noviembre,50.00,1093.68,0.05
Cauca,2015,Noviembre,450.00,11338.76,0.45
Cauca,2015,Noviembre,50.00,1885.27,0.05
Cundinamarca,2006,Noviembre,1200.00,7447.81,1.20
Cundinamarca,2006,Noviembre,1800.00,11003.85,1.80
Cundinamarca,2006,Noviembre,7304.58,71025.65,7.30
Cundinamarca,2006,Noviembre,717.90,9472.11,0.72
Cundinamarca,2006,Noviembre,1200.00,5685.42,1.20
Cundinamarca,2006,Noviembre,939.00,11779.09,0.94
Cundinamarca,2006,Noviembre,120.24,1228.74,0.12
Cundinamarca,2006,Noviembre,1900.65,36684.77,1.90
Cundinamarca,2006,Noviembre,15864.00,92851.63,15.86
Cundinamarca,2007,Noviembre,1500.00,33021.26,1.50
Cundinamarca,2007,Noviembre,72.00,3036.28,0.07
Cundinamarca,2007,Noviembre,7008.00,75965.33,7.01
Cundinamarca,2007,Noviembre,1076.00,17692.58,1.08
Cundinamarca,2007,Noviembre,1345.68,7684.49,1.35
Cundinamarca,2007,Noviembre,288.00,5647.23,0.29
Cundinamarca,2007,Noviembre,1503.90,11622.73,1.50
Cundinamarca,2007,Noviembre,5609.58,104045.37,5.61
Cundinamarca,2007,Noviembre,1979.02,46081.04,1.98
Cundinamarca,2007,Noviembre,25000.00,64769.01,25.00
Cundinamarca,2008,Noviembre,3699.25,71459.82,3.70
Cundinamarca,2008,Noviembre,718.00,19205.03,0.72
Cundinamarca,2008,Noviembre,5205.70,95262.94,5.21
Cundinamarca,2008,Noviembre,2707.38,43104.91,2.71
Cundinamarca,2008,Noviembre,25000.00,84632.32,25.00
Cundinamarca,2009,Noviembre,1224.00,16773.69,1.22
Cundinamarca,2009,Noviembre,1289.40,35437.10,1.29
Cundinamarca,2009,Noviembre,3408.00,39653.65,3.41
Cundinamarca,2009,Noviembre,788.58,9512.04,0.79
Cundinamarca,2009,Noviembre,1723.00,26698.97,1.72
Cundinamarca,2009,Noviembre,4140.48,78317.59,4.14
Cundinamarca,2009,Noviembre,534.32,7675.19,0.53
Cundinamarca,2009,Noviembre,897.12,5071.18,0.90
Cundinamarca,2009,Noviembre,32000.00,108982.31,32.00
Cundinamarca,2009,Noviembre,2587.12,35622.57,2.59
Cundinamarca,2009,Noviembre,15884.78,244451.29,15.88
Cundinamarca,2010,Noviembre,261.00,1685.95,0.26
Cundinamarca,2010,Noviembre,1696.56,64695.07,1.70
Cundinamarca,2010,Noviembre,1255.71,15147.32,1.26
Cundinamarca,2010,Noviembre,16000.00,84253.10,16.00
Cundinamarca,2010,Noviembre,50000.00,410062.17,50.00
Cundinamarca,2010,Noviembre,14000.00,126132.23,14.00
Cundinamarca,2011,Noviembre,240.00,7051.53,0.24
Cundinamarca,2011,Noviembre,800.00,11857.79,0.80
Cundinamarca,2011,Noviembre,1677.92,42768.91,1.68
Cundinamarca,2011,Noviembre,1659.60,23803.41,1.66
Cundinamarca,2011,Noviembre,2560.00,28321.63,2.56
Cundinamarca,2011,Noviembre,6162.39,66159.63,6.16
Cundinamarca,2011,Noviembre,1402.02,15052.18,1.40
Cundinamarca,2011,Noviembre,3495.99,37533.22,3.50
Cundinamarca,2011,Noviembre,480.00,4059.16,0.48
Cundinamarca,2011,Noviembre,2921.28,38698.93,2.92
Cundinamarca,2011,Noviembre,530.40,7570.02,0.53
Cundinamarca,2012,Noviembre,4200.00,69618.13,4.20
Cundinamarca,2012,Noviembre,4000.00,57529.52,4.00
Cundinamarca,2012,Noviembre,560.70,3809.89,0.56
Cundinamarca,2012,Noviembre,280.00,3342.45,0.28
Cundinamarca,2012,Noviembre,728.00,6699.68,0.73
Cundinamarca,2012,Noviembre,50000.00,336610.70,50.00
